name,lat0,lon0,lat1,lon1,clat,clon
Java Sea,-7.534625371002619,105.76789093017618,-2.6452956264315617,120.67725007817319,-5.08996049871709,113.22257050417468
Natuna Sea,-3.0060000419615562,103.27622222900425,4.010416507721175,109.64202880859426,0.5022082328798092,106.45912551879925
Gulf of Tonkin,16.2745552062988,105.61619567871101,21.920333862304698,110.18000030517601,19.09744453430175,107.8980979919435
Teluk Tomini,-1.43297219276428,120.002082824707,0.551222205162048,123.626640319824,-0.440874993801116,121.81436157226551
Northwest Passages,63.665084838867415,-120.46524810791101,81.7026138305664,-75.14908599853521,72.68384933471691,-97.80716705322311
Laccadive Sea,-0.70727352199998,71.73721215300031,12.907527923583984,80.17819040112641,6.100127200792002,75.95770127706336
Gulf of Mexico,18.060806274414098,-97.8910827636719,30.775054931640597,-80.37205505371091,24.417930603027347,-89.1315689086914
Gulf of California,23.4633613324083,-114.954750061035,31.8843059539795,-107.476028442383,27.673833643193902,-111.215389251709
Straits of Florida,22.74541664123558,-82.10906982421875,25.131494235158755,-79.47023269799979,23.938455438197167,-80.78965126110927
Amundsen Gulf,69.2085533142091,-128.26673604169326,71.98349761962885,-117.10730743408203,70.59602546691897,-122.68702173788765
Teluk Bone,-4.66455434838664,120.185447692871,-2.6212499141693097,121.617919921875,-3.642902131277975,120.90168380737299
Flores Sea,-8.745444297790527,117.39779043659996,-6.833181050223288,122.94291687011696,-7.789312674006908,120.17035365335846
Prince Gustaf Adolf Sea,75.6500549316406,-110.961441040039,79.0566635131836,-96.06291961669919,77.3533592224121,-103.5121803283691
Teluk Cenderwasih,-3.3987500667571453,134.0111999511721,-0.8533472120761303,137.25791931152298,-2.126048639416638,135.63455963134754
Halmahera Sea,-1.8887639045715299,127.67736075844,0.479583323001862,131.0,-0.7045902907848339,129.33868037922
Ceram Sea,-5.859583377838021,125.92416381835903,-1.3721388578414349,133.99794006347713,-3.615861117839728,129.96105194091808
Great Australian Bight,-34.9162380253527,123.742080688477,-31.4645824432373,135.626220703125,-33.190410234295,129.684150695801
Gulf of Carpentaria,-17.7271385192871,135.340774536133,-12.3136061009852,141.97688293457,-15.02037231013615,138.6588287353515
Joseph Bonaparte Gulf,-15.517110824585002,127.448753356934,-14.002283070409899,129.998779296875,-14.75969694749745,128.7237663269045
Timor Sea,-14.677110671997099,122.841394952559,-7.90565276145935,132.762939453125,-11.291381716728225,127.802167202842
Spencer Gulf,-35.748779296875,135.78955078125,-32.45877838134769,138.049575805664,-34.10377883911134,136.919563293457
Lincoln Sea,81.603500366211,-64.90660858154297,83.15905966654566,-40.843360900878906,82.38128001637833,-52.87498474121094
Gulf of Papua,-9.01539658523825,142.19544982910202,-7.38794422149658,146.611221313477,-8.201670403367416,144.40333557128952
Bismarck Sea,-6.058664787049679,142.2892497463231,-1.3372506957537098,152.615447998047,-3.6979577414016944,147.45234887218504
Tasman Sea,-46.176143063465815,146.80440706975014,-28.653365622157196,175.2563018798835,-37.414754342811506,161.03035447481682
Zaliv Shelikhova,57.7637481689453,154.080810546875,62.694583892822294,165.30857849121102,60.229166030883796,159.69469451904303
North Pacific Ocean,-4.106381084e-07,-179.99999954790306,58.83359945606338,179.99999935741346,29.416799522712637,-9.524480049094564e-08
Sea of Okhotsk,43.60207543141394,135.1708068847662,59.758750915527344,157.0041961669922,51.68041317347064,146.0875015258792
Gulf of Finland,58.8995525043054,22.4075434273595,60.7428321838379,30.3466660000001,59.82119234407165,26.3771047136798
Taiwan Strait,23.0520773620425,117.621223449707,25.7145754798551,121.04599100595,24.383326420948798,119.33360722782851
White Sea,63.7815284729004,31.8694725036621,68.6483560174879,44.5867233276367,66.21494224519415,38.2280979156494
Andaman Sea,5.1487779617309,92.53218823100741,17.509332656860522,99.74952697753957,11.329055309295711,96.14085760427349
Luzon Strait,18.24955558776861,120.63206863403298,22.04363686426393,122.15512031696994,20.14659622601627,121.39359447550146
Aegean Sea,35.1103630065918,22.527027130127,41.012054443359396,28.3354167938232,38.0612087249756,25.431221961975098
Solomon Sea,-11.565860748291016,146.9454193115231,-4.094222068786564,160.3486472255961,-7.83004140853879,153.6470332685596
Strait of Hormuz,25.56721415365223,55.744918728760126,27.211221694946346,57.303822085235595,26.389217924299288,56.52437040699786
Gulf of Aden,10.378445691000001,42.5155094830001,14.923749923706099,51.28272429241709,12.65109780735305,46.8991168877086
Arabian Sea,9.139718062385441,50.33040237426769,25.62541580200218,74.8221130371096,17.38256693219381,62.57625770568865
Sea of Marmara,40.000694274902294,26.1640281677246,41.2316665649414,29.939582824707003,40.61618041992185,28.0518054962158
Gulf of Guinea,-0.847644388999925,-1.97590416899993,5.84967270002362,9.975093706000049,2.5010141555118475,3.9995947685000592
Persian Gulf,23.944561779301807,47.70288848876942,30.51455497741705,56.188778615611284,27.229558378359428,51.94583355219035
Gulf of Suez,27.201025325525848,32.342561373000024,29.959356308000167,34.24641953517647,28.580190816763007,33.29449045408825
Celebes Sea,0.7620278000832172,117.01372528076206,7.852889060974064,125.60775886145518,4.307458430528641,121.31074207110862
Gulf of Sidra,30.266227026000003,15.3479166030884,32.180778503418004,20.1749656980001,31.223502764709004,17.76144115054425
South Atlantic Ocean,-75.5505715267858,-69.65833282470675,0.0001112888770081,20.000000000000682,-37.7752301189544,-24.829166412353032
South China Sea,1.3645833730697063,102.33372497558616,23.9487495422365,121.01477100000022,12.656666457653102,111.6742479877932
Bohol Sea,7.95372200012207,123.129776000976,10.3821115493774,125.54125213623,9.167916774749735,124.335514068603
Sulu Sea,4.911666870117301,117.0008050900002,12.506386131432066,123.42874908447311,8.709026500774684,120.21477708723666
North Atlantic Ocean,-0.001655287254664,-81.60211181640608,68.64455413818399,7.309690422058054,34.321449425464664,-37.14621069717401
Suez Canal,29.9310342510951,32.259902154,31.264659506943,32.5883903500001,30.597846879019052,32.42414625200005
East China Sea,24.29986100000059,119.51208496093807,33.38414001464895,131.05660958650287,28.84200050732477,125.28434727372047
Yellow Sea,31.70872306823736,119.17369079589798,39.17448489853791,126.99372100830112,35.44160398338764,123.08370590209955
Korea Strait,32.6045265197754,126.580833435059,35.5478897094727,130.930450439453,34.07620811462405,128.755641937256
Strait of Gibraltar,35.776703141000006,-6.02752780914307,36.187084197998004,-5.271823382168289,35.981893669499,-5.64967559565568
Caribbean Sea,7.904916763305721,-89.41463111970143,22.705415725708065,-60.53523635864258,15.305166244506893,-74.974933739172
Banda Sea,-8.611678347417353,120.26288604736328,-0.8362777829170227,132.70211791992222,-4.723978065167188,126.48250198364275
Coral Sea,-25.99208259582514,142.44166564941418,-8.979194641113281,169.75248718261696,-17.48563861846921,156.09707641601557
Gulf of Aqaba,27.986319308000247,34.40656941100019,29.549444198608455,35.00275039672863,28.76788175330435,34.70465990386441
Golfo di Taranto,39.399139404296896,16.487916946411097,40.5204162597656,18.1681118011474,39.95977783203125,17.328014373779247
Mediterranean Sea,30.819357638000042,-5.353655301999822,43.962238311767635,36.20925140380871,37.39079797488384,15.427798050904443
Rio de la Plata,-35.4177211172987,-58.63544464111317,-33.06713867187494,-56.56416702270508,-34.24242989458682,-57.59980583190912
Scotia Sea,-61.92944528844032,-63.86258316040039,-51.69086074829096,-26.328360557556096,-56.81015301836564,-45.09547185897824
Arctic Ocean,68.34092757224272,-179.9999995132211,89.9999994823375,179.9999994546805,79.17046352729011,-2.927029640886758e-08
Cook Strait,-41.7354164123534,173.90710449218807,-40.99357071999998,175.238311767578,-41.36449356617669,174.57270812988304
Philippine inland seas,9.350000381469897,120.45238956741207,13.970417022705249,125.05124664306607,11.660208702087573,122.75181810523907
Philippine Sea,2.575388908386401,120.84066571575102,35.13624954223786,146.0627874620003,18.855819225312132,133.45172658887566
Anadyrskiy Zaliv (Gulf of Anadyr),62.624973297119425,-179.99999951771946,66.37622070312545,180.00000000000057,64.50059700012244,2.411405546354217e-07
Bering Sea,51.22370246875414,-179.99999954790297,65.83210754394582,179.99999936653046,58.52790500634998,-9.068625672625785e-08
Indian Ocean,-73.32093613462558,20.000000000000625,10.443114281000533,146.8362731933595,-31.438910926812525,83.41813659668006
South Pacific Ocean,-77.82339294398588,-179.99999953967736,1.394089963e-07,179.99999948339405,-38.91169640228844,-2.814165611653152e-08
